item_id,timestamp,HALL_bike_sum,WANDERING_bike_sum,SOUTHERN_SCH,SOUTHERN_SCH_GATE_AREA,NORTHERN_SCH,NORTHERN_SCH_GATE_AREA,DE_AREA,C_AREA,MALL_AREA,COLONY_AREA
0,2023-03-16 00:49:00,4609.0,1291.0,889.0,125.0,488.0,50.0,866.0,901.0,142.0,32.0
0,2023-03-16 01:09:00,4609.0,1291.0,889.0,125.0,488.0,50.0,866.0,901.0,142.0,32.0
0,2023-03-16 01:29:00,4283.0,1058.0,889.0,126.0,489.0,61.0,771.0,904.0,141.0,31.0
0,2023-03-16 01:49:00,4283.0,1058.0,889.0,126.0,489.0,61.0,771.0,904.0,141.0,31.0
0,2023-03-16 02:09:00,4283.0,1058.0,889.0,126.0,489.0,61.0,771.0,904.0,141.0,31.0
0,2023-03-16 02:29:00,4682.0,1311.0,922.0,124.0,487.0,60.0,951.0,838.0,145.0,28.0
0,2023-03-16 02:49:00,4682.0,1311.0,922.0,124.0,487.0,60.0,951.0,838.0,145.0,28.0
0,2023-03-16 03:09:00,4810.0,1251.0,921.0,124.0,489.0,59.0,1042.0,933.0,143.0,31.0
0,2023-03-16 03:29:00,4810.0,1251.0,921.0,124.0,489.0,59.0,1042.0,933.0,143.0,31.0
0,2023-03-16 03:49:00,4792.0,1293.0,926.0,126.0,491.0,59.0,1050.0,861.0,143.0,28.0
0,2023-03-16 04:09:00,4792.0,1293.0,926.0,126.0,491.0,59.0,1050.0,861.0,143.0,28.0
0,2023-03-16 04:29:00,4497.0,1184.0,927.0,129.0,491.0,60.0,836.0,891.0,143.0,25.0
0,2023-03-16 04:49:00,4497.0,1184.0,927.0,129.0,491.0,60.0,836.0,891.0,143.0,25.0
0,2023-03-16 05:09:00,4286.0,1078.0,925.0,129.0,491.0,60.0,763.0,860.0,144.0,25.0
0,2023-03-16 05:29:00,4501.0,1168.0,924.0,129.0,491.0,60.0,814.0,937.0,145.0,22.0
0,2023-03-16 05:49:00,4708.0,1244.0,922.0,129.0,489.0,60.0,965.0,922.0,144.0,22.0
0,2023-03-16 06:09:00,4709.0,1286.0,928.0,128.0,489.0,61.0,869.0,969.0,145.0,23.0
0,2023-03-16 06:29:00,4855.0,1261.0,928.0,128.0,488.0,60.0,1138.0,863.0,144.0,33.0
0,2023-03-16 06:49:00,4367.0,1136.0,943.0,140.0,488.0,60.0,762.0,865.0,140.0,33.0
